content_filtered,1-gram
"['belokir', 'suatu', 'genre', 'rekomedasi', 'cari', 'suka', 'keluar', 'keluar', 'halaman', 'menit', 'baik']","[('belokir',), ('suatu',), ('genre',), ('rekomedasi',), ('cari',), ('suka',), ('keluar',), ('keluar',), ('halaman',), ('menit',), ('baik',)]"
['wf'],"[('wf',)]"
"['masuk', 'error']","[('masuk',), ('error',)]"
"['sinyal', 'wifi', 'data', 'baca', 'muter', 'kta', 'jaring', 'ajh', 'masalah', 'jaring', 'lh', 'baca', 'sh']","[('sinyal',), ('wifi',), ('data',), ('baca',), ('muter',), ('kta',), ('jaring',), ('ajh',), ('masalah',), ('jaring',), ('lh',), ('baca',), ('sh',)]"
"['kesana', 'bug', 'iklan', 'maksa', 'beli', 'premium', 'daftar', 'offline', 'tdinya', 'hadehh', 'baca', 'online', 'mls', 'bab', 'lngsung', 'iklan', 'nabung', 'iklan', 'wkwk', 'beranda', 'tulis', 'jaring']","[('kesana',), ('bug',), ('iklan',), ('maksa',), ('beli',), ('premium',), ('daftar',), ('offline',), ('tdinya',), ('hadehh',), ('baca',), ('online',), ('mls',), ('bab',), ('lngsung',), ('iklan',), ('nabung',), ('iklan',), ('wkwk',), ('beranda',), ('tulis',), ('jaring',)]"
['cerita'],"[('cerita',)]"
"['nyimpen', 'cerita', 'pustaka', 'baik', 'hapus', 'downlod']","[('nyimpen',), ('cerita',), ('pustaka',), ('baik',), ('hapus',), ('downlod',)]"
"['waktu', 'login', 'uninstall', 'login', 'login']","[('waktu',), ('login',), ('uninstall',), ('login',), ('login',)]"
"['sederhana', 'iklan', 'nyebelin', 'beli', 'premium', 'mahal']","[('sederhana',), ('iklan',), ('nyebelin',), ('beli',), ('premium',), ('mahal',)]"
"['nulis', 'cerita', 'beranda', 'koneksi', 'internet', 'wifiku', 'baik', 'baik', 'cerita', 'hilang', 'nulis', 'baik']","[('nulis',), ('cerita',), ('beranda',), ('koneksi',), ('internet',), ('wifiku',), ('baik',), ('baik',), ('cerita',), ('hilang',), ('nulis',), ('baik',)]"
['iklan'],"[('iklan',)]"
['login'],"[('login',)]"
"['suka', 'baca', 'novel', 'cocok', 're', 'komen', 'dasi', 'baca', 'simpan', 'iklann']","[('suka',), ('baca',), ('novel',), ('cocok',), ('re',), ('komen',), ('dasi',), ('baca',), ('simpan',), ('iklann',)]"
"['daftar', 'emg', 'error']","[('daftar',), ('emg',), ('error',)]"
['suka'],"[('suka',)]"
"['appnya', 'susah', 'bug', 'cari', 'cba', 'pdhal', 'baca']","[('appnya',), ('susah',), ('bug',), ('cari',), ('cba',), ('pdhal',), ('baca',)]"
"['publik', 'as', 'ikan', 'karya', 'watpad', 'watpad', 'baik']","[('publik',), ('as',), ('ikan',), ('karya',), ('watpad',), ('watpad',), ('baik',)]"
"['an', 'iklan']","[('an',), ('iklan',)]"
"['very', 'very', 'baajuss']","[('very',), ('very',), ('baajuss',)]"
"['seru', 'baca', 'namun', 'lambat', 'iklan']","[('seru',), ('baca',), ('namun',), ('lambat',), ('iklan',)]"
"['cerita', 'offline', 'overall', 'aneh', 'jengkel', 'kecuali', 'iklan', 'dann', 'cerita', 'offline', 'max', 'bug', 'refers', 'kl', 'bag', 'brrt', 'bag', 'nyaa']","[('cerita',), ('offline',), ('overall',), ('aneh',), ('jengkel',), ('kecuali',), ('iklan',), ('dann',), ('cerita',), ('offline',), ('max',), ('bug',), ('refers',), ('kl',), ('bag',), ('brrt',), ('bag',), ('nyaa',)]"
"['skrang', 'masuk', 'data', 'baik']","[('skrang',), ('masuk',), ('data',), ('baik',)]"
"['gabisa', 'error', 'jaring', 'wifi']","[('gabisa',), ('error',), ('jaring',), ('wifi',)]"
"['hahh', 'pelit', 'daftar', 'offline', 'lama', 'ngejar', 'uang']","[('hahh',), ('pelit',), ('daftar',), ('offline',), ('lama',), ('ngejar',), ('uang',)]"
"['ngeleg', 'bab', 'susah', 'update']","[('ngeleg',), ('bab',), ('susah',), ('update',)]"
"['baca', 'offline']","[('baca',), ('offline',)]"
"['seru', 'novel', 'gus', 'azzam', 'hana', 'cahaya', 'cinta', 'gas', 'donlowod', 'wattpat', 'novel', 'suka', 'mu']","[('seru',), ('novel',), ('gus',), ('azzam',), ('hana',), ('cahaya',), ('cinta',), ('gas',), ('donlowod',), ('wattpat',), ('novel',), ('suka',), ('mu',)]"
"['iklan', 'scroll', 'part', 'iklan', 'gabisa', 'offline', 'maupun', 'online']","[('iklan',), ('scroll',), ('part',), ('iklan',), ('gabisa',), ('offline',), ('maupun',), ('online',)]"
"['akhir', 'baca', 'wifi', 'koneksi', 'tesambung', 'internet', 'wahai', 'kuali', 'tas', 'wifi', 'bayar']","[('akhir',), ('baca',), ('wifi',), ('koneksi',), ('tesambung',), ('internet',), ('wahai',), ('kuali',), ('tas',), ('wifi',), ('bayar',)]"
"['susah', 'login', 'ulng', 'bberpa', 'akun', 'gabisa', 'masuk', 'cape', 'login', 'lamaa']","[('susah',), ('login',), ('ulng',), ('bberpa',), ('akun',), ('gabisa',), ('masuk',), ('cape',), ('login',), ('lamaa',)]"
"['cant', 'login', 'in']","[('cant',), ('login',), ('in',)]"
"['baca', 'oktober', 'alam', 'yen', 'ang', 'hapus', 'akhir', 'memang', 'baca', 'memori', 'dukung', 'kangen', 'baca', 'login', 'sebenernya', 'bug', 'sementara', 'ulas', 'lag', 'wifi', 'jaya', 'makanya', 'hapus', 'baik']","[('baca',), ('oktober',), ('alam',), ('yen',), ('ang',), ('hapus',), ('akhir',), ('memang',), ('baca',), ('memori',), ('dukung',), ('kangen',), ('baca',), ('login',), ('sebenernya',), ('bug',), ('sementara',), ('ulas',), ('lag',), ('wifi',), ('jaya',), ('makanya',), ('hapus',), ('baik',)]"
"['susah', 'login', 'uninstall', 'simpan', 'bolak', 'susah', 'login', 'gabisa', 'login', 'gimna']","[('susah',), ('login',), ('uninstall',), ('simpan',), ('bolak',), ('susah',), ('login',), ('gabisa',), ('login',), ('gimna',)]"
"['developer', 'baik', 'bug', 'user', 'murah', 'hati', 'meng', 'up', 'date', 'bukankah', 'sempat', 'baik', 'mengapa', 'akhir', 'akhir', 'bug', 'update', 'namun', 'hasil', 'proporsi', 'baik', 'thanks']","[('developer',), ('baik',), ('bug',), ('user',), ('murah',), ('hati',), ('meng',), ('up',), ('date',), ('bukankah',), ('sempat',), ('baik',), ('mengapa',), ('akhir',), ('akhir',), ('bug',), ('update',), ('namun',), ('hasil',), ('proporsi',), ('baik',), ('thanks',)]"
"['gagal', 'teruss', 'login']","[('gagal',), ('teruss',), ('login',)]"
"['daftar', 'ribet', 'butut', 'lag', 'abis']","[('daftar',), ('ribet',), ('butut',), ('lag',), ('abis',)]"
"['draft', 'hilang', 'salin', 'beranda', 'tulis', 'internet']","[('draft',), ('hilang',), ('salin',), ('beranda',), ('tulis',), ('internet',)]"
"['cerita', 'cerita']","[('cerita',), ('cerita',)]"
"['seruu', 'adaa', 'lop', 'poko']","[('seruu',), ('adaa',), ('lop',), ('poko',)]"
"['baca', 'genre', 'suka']","[('baca',), ('genre',), ('suka',)]"
"['scroll', 'iklan']","[('scroll',), ('iklan',)]"
[],[]
"['kikir', 'baca', 'offline', 'dibatasin', 'what', 'the', 'heck']","[('kikir',), ('baca',), ('offline',), ('dibatasin',), ('what',), ('the',), ('heck',)]"
"['login', 'update', 'cerita', 'bab', 'tiga', 'update', 'bab']","[('login',), ('update',), ('cerita',), ('bab',), ('tiga',), ('update',), ('bab',)]"
"['fitur', 'video', 'shorts', 'youtube', 'format', 'video', 'layar', 'kerjasama', 'tiktok', 'instagram', 'kreator', 'capek', 'capek', 'video', 'youtube', 'video', 'visual', 'upload', 'video', 'pergi']","[('fitur',), ('video',), ('shorts',), ('youtube',), ('format',), ('video',), ('layar',), ('kerjasama',), ('tiktok',), ('instagram',), ('kreator',), ('capek',), ('capek',), ('video',), ('youtube',), ('video',), ('visual',), ('upload',), ('video',), ('pergi',)]"
"['as', 'in', 'iklan', 'judolnya', 'update', 'chapter', 'iklan']","[('as',), ('in',), ('iklan',), ('judolnya',), ('update',), ('chapter',), ('iklan',)]"
"['hnya', 'cerita', 'offline', 'cerita', 'baik', 'bug']","[('hnya',), ('cerita',), ('offline',), ('cerita',), ('baik',), ('bug',)]"
"['suka', 'ama', 'minus', 'ngedit', 'cerita', 'bug', 'login', 'out', 'kesel', 'ituu']","[('suka',), ('ama',), ('minus',), ('ngedit',), ('cerita',), ('bug',), ('login',), ('out',), ('kesel',), ('ituu',)]"
"['baik', 'cerita', 'cerita', 'developer', 'ghadir', 'fitur', 'translate', 'bahasa', 'baca', 'cerita', 'bahasa']","[('baik',), ('cerita',), ('cerita',), ('developer',), ('ghadir',), ('fitur',), ('translate',), ('bahasa',), ('baca',), ('cerita',), ('bahasa',)]"
"['aneh', 'data', 'seluler', 'hidup', 'masalah', 'cerita', 'notifikasi', 'akun', 'tulis', 'suka', 'kata', 'koneksi', 'cari', 'judul', 'cerita']","[('aneh',), ('data',), ('seluler',), ('hidup',), ('masalah',), ('cerita',), ('notifikasi',), ('akun',), ('tulis',), ('suka',), ('kata',), ('koneksi',), ('cari',), ('judul',), ('cerita',)]"
"['as', 'in']","[('as',), ('in',)]"
"['selamat', 'malam', 'wahai', 'developer', 'apakah', 'niat', 'gem', 'an', 'fitur', 'saling', 'sms', 'an', 'dahulu', 'zaman', 'zaman', 'update', 'fitur', 'lihat', 'rasa', 'rindu', 'saling', 'sms', 'an', 'bareng', 'edit', 'jumat', 'sep', 'oh', 'dukung', 'tag', 'bio']","[('selamat',), ('malam',), ('wahai',), ('developer',), ('apakah',), ('niat',), ('gem',), ('an',), ('fitur',), ('saling',), ('sms',), ('an',), ('dahulu',), ('zaman',), ('zaman',), ('update',), ('fitur',), ('lihat',), ('rasa',), ('rindu',), ('saling',), ('sms',), ('an',), ('bareng',), ('edit',), ('jumat',), ('sep',), ('oh',), ('dukung',), ('tag',), ('bio',)]"
"['as', 'in', 'baca', 'offline', 'pokok', 'batas', 'cerita', 'offline', 'cerita', 'batas', 'haru', 'bayar']","[('as',), ('in',), ('baca',), ('offline',), ('pokok',), ('batas',), ('cerita',), ('offline',), ('cerita',), ('batas',), ('haru',), ('bayar',)]"
"['cerita', 'offline', 'cerita', 'dlu', 'cerita', 'enak', 'baca']","[('cerita',), ('offline',), ('cerita',), ('dlu',), ('cerita',), ('enak',), ('baca',)]"
"['bug', 'bye']","[('bug',), ('bye',)]"
"['jelek', 'login', 'najis']","[('jelek',), ('login',), ('najis',)]"
"['seru', 'seru', 'offline', 'baca', 'profil', 'tulis', 'akun', 'haha', 'tentu', 'males', 'jad', 'ngecek', 'profil', 'akun', 'update', 'ulah', 'males', 'baik', 'wahai', 'developer', 'kuu', 'kitin', 'iklanya', 'lop', 'yuu']","[('seru',), ('seru',), ('offline',), ('baca',), ('profil',), ('tulis',), ('akun',), ('haha',), ('tentu',), ('males',), ('jad',), ('ngecek',), ('profil',), ('akun',), ('update',), ('ulah',), ('males',), ('baik',), ('wahai',), ('developer',), ('kuu',), ('kitin',), ('iklanya',), ('lop',), ('yuu',)]"
['suka'],"[('suka',)]"
"['siieeh', 'tetapi', 'lojh', 'cerita', 'simpan', 'gambar', 'lagich']","[('siieeh',), ('tetapi',), ('lojh',), ('cerita',), ('simpan',), ('gambar',), ('lagich',)]"
['oi'],"[('oi',)]"
"['bug', 'ngeselin', 'sinyal', 'nulis', 'disimpen', 'disimpen', 'hilang', 'draft', 'ketik', 'ribu', 'kata', 'kesel', 'laptop', 'ngetik', 'masala', 'hanny', 'update', 'jelek', 'kuali', 'tas']","[('bug',), ('ngeselin',), ('sinyal',), ('nulis',), ('disimpen',), ('disimpen',), ('hilang',), ('draft',), ('ketik',), ('ribu',), ('kata',), ('kesel',), ('laptop',), ('ngetik',), ('masala',), ('hanny',), ('update',), ('jelek',), ('kuali',), ('tas',)]"
"['ka', 'henti']","[('ka',), ('henti',)]"
"['cerita', 'seru', 'disband']","[('cerita',), ('seru',), ('disband',)]"
"['seru', 'susah', 'cari', 'cerita']","[('seru',), ('susah',), ('cari',), ('cerita',)]"
[],[]
[],[]
"['suka', 'iklan', 'as', 'in', 'menge', 'ce', 'wak', 'hati']","[('suka',), ('iklan',), ('as',), ('in',), ('menge',), ('ce',), ('wak',), ('hati',)]"
"['error', 'sma', 'iklan', 'bkn', 'buku', 'uninstall', 'update', 'dpt', 'it', 'kata', 'login', 'login', 'mlh', 'internet', 'melulu', 'wifi', 'hdp', 'login', 'anj', 'masalah', 'chapter', 'suka', 'keluar', 'mlh', 'repot']","[('error',), ('sma',), ('iklan',), ('bkn',), ('buku',), ('uninstall',), ('update',), ('dpt',), ('it',), ('kata',), ('login',), ('login',), ('mlh',), ('internet',), ('melulu',), ('wifi',), ('hdp',), ('login',), ('anj',), ('masalah',), ('chapter',), ('suka',), ('keluar',), ('mlh',), ('repot',)]"
"['unsur', 'iklan']","[('unsur',), ('iklan',)]"
"['gagguan', 'suka', 'hrus', 'masuk', 'tulis', 'bab', 'cerita', 'suka', 'hilang', 'simpan', 'tulis', 'update', 'hilang', 'tulis', 'kecewa']","[('gagguan',), ('suka',), ('hrus',), ('masuk',), ('tulis',), ('bab',), ('cerita',), ('suka',), ('hilang',), ('simpan',), ('tulis',), ('update',), ('hilang',), ('tulis',), ('kecewa',)]"
"['sukaa', 'bingitz']","[('sukaa',), ('bingitz',)]"
"['as', 'in', 'sebenernya', 'bug', 'login', 'login', 'out', 'masuk', 'hapus', 'simpan', 'masuk', 'masuk', 'tulis', 'error', 'sinyal', 'sinyal', 'wifi', 'kenceng', 'baik', 'malem', 'suka', 'baca', 'error', 'batas', 'baca']","[('as',), ('in',), ('sebenernya',), ('bug',), ('login',), ('login',), ('out',), ('masuk',), ('hapus',), ('simpan',), ('masuk',), ('masuk',), ('tulis',), ('error',), ('sinyal',), ('sinyal',), ('wifi',), ('kenceng',), ('baik',), ('malem',), ('suka',), ('baca',), ('error',), ('batas',), ('baca',)]"
"['adain', 'fitur', 'folder', 'cerita', 'islami', 'folder', 'islami', 'cerita', 'anak', 'geng', 'motor', 'folder', 'beda', 'enak']","[('adain',), ('fitur',), ('folder',), ('cerita',), ('islami',), ('folder',), ('islami',), ('cerita',), ('anak',), ('geng',), ('motor',), ('folder',), ('beda',), ('enak',)]"
"['iklan', 'book', 'offline', 'tdinya']","[('iklan',), ('book',), ('offline',), ('tdinya',)]"
"['seru', 'mode', 'offline']","[('seru',), ('mode',), ('offline',)]"
"['as', 'in', 'akhir', 'akhir', 'bug', 'update', 'baik', 'baik', 'baik', 'bug', 'susah', 'up', 'cerita', 'cerita', 'draft', 'hilang', 'capek', 'nulis', 'mikirin', 'mikirin', 'gampang', 'baca', 'book', 'baik', 'as', 'in', 'edit', 'bug', 'turunin', 'bintang']","[('as',), ('in',), ('akhir',), ('akhir',), ('bug',), ('update',), ('baik',), ('baik',), ('baik',), ('bug',), ('susah',), ('up',), ('cerita',), ('cerita',), ('draft',), ('hilang',), ('capek',), ('nulis',), ('mikirin',), ('mikirin',), ('gampang',), ('baca',), ('book',), ('baik',), ('as',), ('in',), ('edit',), ('bug',), ('turunin',), ('bintang',)]"
"['syaa', 'masuk', 'lama', 'error', 'baik', 'macam', 'masuk', 'akun', 'bisaa']","[('syaa',), ('masuk',), ('lama',), ('error',), ('baik',), ('macam',), ('masuk',), ('akun',), ('bisaa',)]"
"['login', 'akun', 'fb']","[('login',), ('akun',), ('fb',)]"
[],[]
"['bintang', 'error', 'greget']","[('bintang',), ('error',), ('greget',)]"
"['cerita', 'suka', 'ngilang', 'simpan', 'baca', 'cerita', 'tulis', 'story', 'not', 'found']","[('cerita',), ('suka',), ('ngilang',), ('simpan',), ('baca',), ('cerita',), ('tulis',), ('story',), ('not',), ('found',)]"
"['susah', 'login', 'stres', 'login']","[('susah',), ('login',), ('stres',), ('login',)]"
"['versi', 'simpan', 'book', 'offline', 'nyaman', 'versi', 'lama', 'iklan', 'gila', 'hapus', 'akun', 'author', 'favorit', 'tumbang']","[('versi',), ('simpan',), ('book',), ('offline',), ('nyaman',), ('versi',), ('lama',), ('iklan',), ('gila',), ('hapus',), ('akun',), ('author',), ('favorit',), ('tumbang',)]"
['iklan'],"[('iklan',)]"
"['seru', 'seru', 'bang', 'ett', 'obat', 'titik']","[('seru',), ('seru',), ('bang',), ('ett',), ('obat',), ('titik',)]"
"['fun', 'romantic']","[('fun',), ('romantic',)]"
"['bug', 'eror', 'bab', 'buku', 'baca', 'arah', 'bab', 'diarahin', 'halaman', 'utama', 'bab', 'profil', 'tulis', 'dibalikin', 'halaman', 'utama', 'iklan', 'baca', 'bab', 'masuk', 'chrome', 'iklan', 'baik', 'iklan', 'bug']","[('bug',), ('eror',), ('bab',), ('buku',), ('baca',), ('arah',), ('bab',), ('diarahin',), ('halaman',), ('utama',), ('bab',), ('profil',), ('tulis',), ('dibalikin',), ('halaman',), ('utama',), ('iklan',), ('baca',), ('bab',), ('masuk',), ('chrome',), ('iklan',), ('baik',), ('iklan',), ('bug',)]"
"['udha', 'nntn', 'iklan', 'dp', 'koin']","[('udha',), ('nntn',), ('iklan',), ('dp',), ('koin',)]"
"['daftar', 'masuk', 'akunnku', 'akun', 'sandi', 'daftar', 'google', 'akunnku', 'masuk']","[('daftar',), ('masuk',), ('akunnku',), ('akun',), ('sandi',), ('daftar',), ('google',), ('akunnku',), ('masuk',)]"
"['muak', 'bug', 'cerita', 'draft', 'hilang', 'simpen', 'uninstall', 'install', 'muak']","[('muak',), ('bug',), ('cerita',), ('draft',), ('hilang',), ('simpen',), ('uninstall',), ('install',), ('muak',)]"
"['jelek', 'waatpad', 'kecewa']","[('jelek',), ('waatpad',), ('kecewa',)]"
"['masuk', 'daftar', 'akun']","[('masuk',), ('daftar',), ('akun',)]"
"['suka', 'versi', 'lama', 'iklan', 'baca', 'offline', 'tampil', 'home', 'beranda', 'cari', 'buku', 'serba', 'susah']","[('suka',), ('versi',), ('lama',), ('iklan',), ('baca',), ('offline',), ('tampil',), ('home',), ('beranda',), ('cari',), ('buku',), ('serba',), ('susah',)]"
[],[]
"['seru', 'baca', 'cerita', 'suka', 'error', 'bug', 'masuk', 'akun', 'hapus', 'simpan', 'masuk', 'akun']","[('seru',), ('baca',), ('cerita',), ('suka',), ('error',), ('bug',), ('masuk',), ('akun',), ('hapus',), ('simpan',), ('masuk',), ('akun',)]"
"['wattppad', 'baca', 'tenang', 'lihat', 'notifikasi', 'kakak', 'developer', 'baik', 'cari', 'cerita', 'bert', 'ulis', 'whatppad', 'wifi', 'baik']","[('wattppad',), ('baca',), ('tenang',), ('lihat',), ('notifikasi',), ('kakak',), ('developer',), ('baik',), ('cari',), ('cerita',), ('bert',), ('ulis',), ('whatppad',), ('wifi',), ('baik',)]"
"['buruk', 'buruk', 'buku', 'akun', 'hilang', 'baca', 'hilang']","[('buruk',), ('buruk',), ('buku',), ('akun',), ('hilang',), ('baca',), ('hilang',)]"
"['anji', 'irr', 'kesel', 'cerita', 'tulis', 'susah', 'payah', 'hapus', 'anjjiir', 'coy', 'tulis', 'rasa', 'harga', 'anjir', 'cerita', 'tulis', 'unsur', 'pe', 'lang', 'garan', 'or', 'something', 'like', 'that', 'warning', 'via', 'email', 'hapus', 'nulis', 'cerita', 'gampang', 'blm', 'sbg', 'tulis', 'mikirin', 'asa', 'baca', 'cerita', 'ehh', 'hilang', 'cerita', 'fucek']","[('anji',), ('irr',), ('kesel',), ('cerita',), ('tulis',), ('susah',), ('payah',), ('hapus',), ('anjjiir',), ('coy',), ('tulis',), ('rasa',), ('harga',), ('anjir',), ('cerita',), ('tulis',), ('unsur',), ('pe',), ('lang',), ('garan',), ('or',), ('something',), ('like',), ('that',), ('warning',), ('via',), ('email',), ('hapus',), ('nulis',), ('cerita',), ('gampang',), ('blm',), ('sbg',), ('tulis',), ('mikirin',), ('asa',), ('baca',), ('cerita',), ('ehh',), ('hilang',), ('cerita',), ('fucek',)]"
"['overall', 'erorr', 'bug', 'semangat', 'developer']","[('overall',), ('erorr',), ('bug',), ('semangat',), ('developer',)]"
"['karakter', 'perempuan', 'skalinya', 'laki', 'belok', 'btw', 'cinta', 'pria', 'jijik', 'lubang', 'bool']","[('karakter',), ('perempuan',), ('skalinya',), ('laki',), ('belok',), ('btw',), ('cinta',), ('pria',), ('jijik',), ('lubang',), ('bool',)]"
"['bug', 'login', 'draf', 'double', 'draf', 'hilang']","[('bug',), ('login',), ('draf',), ('double',), ('draf',), ('hilang',)]"
"['karir', 'tulis', 'baca']","[('karir',), ('tulis',), ('baca',)]"
"['sukaa', 'cerita']","[('sukaa',), ('cerita',)]"
"['suka', 'bug', 'minus']","[('suka',), ('bug',), ('minus',)]"
"['sistem', 'kontrak', 'ribet', 'susah', 'platform', 'iklan', 'bejibun']","[('sistem',), ('kontrak',), ('ribet',), ('susah',), ('platform',), ('iklan',), ('bejibun',)]"
"['update', 'nyaman', 'scroll', 'chapter', 'iklan', 'loading', 'wi', 'fi']","[('update',), ('nyaman',), ('scroll',), ('chapter',), ('iklan',), ('loading',), ('wi',), ('fi',)]"
"['login', 'anjg']","[('login',), ('anjg',)]"
"['adain', 'ai', 'cari', 'cerita', 'susah', 'ari']","[('adain',), ('ai',), ('cari',), ('cerita',), ('susah',), ('ari',)]"
[],[]
"['gajelas', 'wifi', 'daftar', 'pustaka', 'offline', 'baca', 'cerita', 'novel', 'offline', 'wifi', 'update', 'error']","[('gajelas',), ('wifi',), ('daftar',), ('pustaka',), ('offline',), ('baca',), ('cerita',), ('novel',), ('offline',), ('wifi',), ('update',), ('error',)]"
"['woi', 'heh', 'mu', 'masuk', 'baca', 'jaring', 'internet', 'buapaknya', 'jaring', 'kendali', 'monyet', 'suda', 'aden', 'koneksi', 'nyet', 'dengerin', 'suara', 'bangkrut', 'piye', 'adenn', 'baca', 'tak', 'akun', 'lucu', 'begitong', 'dengerin', 'suara']","[('woi',), ('heh',), ('mu',), ('masuk',), ('baca',), ('jaring',), ('internet',), ('buapaknya',), ('jaring',), ('kendali',), ('monyet',), ('suda',), ('aden',), ('koneksi',), ('nyet',), ('dengerin',), ('suara',), ('bangkrut',), ('piye',), ('adenn',), ('baca',), ('tak',), ('akun',), ('lucu',), ('begitong',), ('dengerin',), ('suara',)]"
"['suka', 'kesel', 'error', 'login', 'aneh']","[('suka',), ('kesel',), ('error',), ('login',), ('aneh',)]"
[],[]
"['komen', 'follow', 'verifikasi', 'email']","[('komen',), ('follow',), ('verifikasi',), ('email',)]"
"['iklan', 'pinjol', 'suka', 'jaring', 'internet', 'benarin', 'baca', 'kecewa']","[('iklan',), ('pinjol',), ('suka',), ('jaring',), ('internet',), ('benarin',), ('baca',), ('kecewa',)]"
"['publik', 'as', 'ikan', 'karya', 'novel', 'slalu', 'ajh', 'hambat', 'masalah']","[('publik',), ('as',), ('ikan',), ('karya',), ('novel',), ('slalu',), ('ajh',), ('hambat',), ('masalah',)]"
"['baca', 'offline', 'max', 'novel']","[('baca',), ('offline',), ('max',), ('novel',)]"
['iklan'],"[('iklan',)]"
"['hey', 'really', 'enjoy', 'using', 'for', 'reading', 'or', 'writing', 'but', 'your', 'bugs', 'waktu', 'nulis', 'format', 'tulis', 'italic', 'bold', 'males', 'capek', 'suka', 'kesimpen', 'riwayat', 'thanks', 'you', 'did', 'great', 'job', 'atas']","[('hey',), ('really',), ('enjoy',), ('using',), ('for',), ('reading',), ('or',), ('writing',), ('but',), ('your',), ('bugs',), ('waktu',), ('nulis',), ('format',), ('tulis',), ('italic',), ('bold',), ('males',), ('capek',), ('suka',), ('kesimpen',), ('riwayat',), ('thanks',), ('you',), ('did',), ('great',), ('job',), ('atas',)]"
"['akhir', 'tagar', 'akun']","[('akhir',), ('tagar',), ('akun',)]"
[],[]
"['cerita', 'car', 'ian', 'cerita', 'algor', 'it', 'many', 'kata', 'kunci', 'baik']","[('cerita',), ('car',), ('ian',), ('cerita',), ('algor',), ('it',), ('many',), ('kata',), ('kunci',), ('baik',)]"
"['akuu', 'suka']","[('akuu',), ('suka',)]"
"['maka', 'waktu', 'fine', 'fine', 'jelajah', 'nyaman', 'chapter', 'mean', 'baca', 'chapter', 'chapter', 'internet', 'normal', 'maybe', 'iklan', 'mnt', 'msh', 'nyesel', 'update']","[('maka',), ('waktu',), ('fine',), ('fine',), ('jelajah',), ('nyaman',), ('chapter',), ('mean',), ('baca',), ('chapter',), ('chapter',), ('internet',), ('normal',), ('maybe',), ('iklan',), ('mnt',), ('msh',), ('nyesel',), ('update',)]"
"['apliaksi', 'busuk', 'iklan', 'judi']","[('apliaksi',), ('busuk',), ('iklan',), ('judi',)]"
['masuk'],"[('masuk',)]"
"['hate', 'this', 'why', 'do', 'you', 'need', 'to', 'delete', 'all', 'the', 'translations', 'of', 'novel', 'prefer', 'this', 'old', 'the', 'current', 'one', 'is', 'very', 'very', 'bad']","[('hate',), ('this',), ('why',), ('do',), ('you',), ('need',), ('to',), ('delete',), ('all',), ('the',), ('translations',), ('of',), ('novel',), ('prefer',), ('this',), ('old',), ('the',), ('current',), ('one',), ('is',), ('very',), ('very',), ('bad',)]"
"['gagal', 'trus', 'login']","[('gagal',), ('trus',), ('login',)]"
"['macam', 'error', 'pakek', 'dadi', 'lama', 'ngaco', 'males']","[('macam',), ('error',), ('pakek',), ('dadi',), ('lama',), ('ngaco',), ('males',)]"
"['bug', 'anjing']","[('bug',), ('anjing',)]"
"['hilangin', 'iklan']","[('hilangin',), ('iklan',)]"
"['gabisa', 'updet', 'ofline', 'an', 'teman', 'papa', 'cerita', 'updet', 'halaman', 'monga', 'cepet']","[('gabisa',), ('updet',), ('ofline',), ('an',), ('teman',), ('papa',), ('cerita',), ('updet',), ('halaman',), ('monga',), ('cepet',)]"
"['masuk', 'error', 'wifi', 'rumah', 'baik']","[('masuk',), ('error',), ('wifi',), ('rumah',), ('baik',)]"
['error'],"[('error',)]"
"['iklan', 'premium', 'duluu', 'simpel', 'dk', 'ribett']","[('iklan',), ('premium',), ('duluu',), ('simpel',), ('dk',), ('ribett',)]"
"['bug', 'logout', 'login', 'masuk', 'bug', 'internet', 'hapus', 'simpan', 'cerita', 'publikasi', 'gabisa', 'bug', 'kecewa']","[('bug',), ('logout',), ('login',), ('masuk',), ('bug',), ('internet',), ('hapus',), ('simpan',), ('cerita',), ('publikasi',), ('gabisa',), ('bug',), ('kecewa',)]"
"['suka', 'tulis', 'jaring', 'wifi']","[('suka',), ('tulis',), ('jaring',), ('wifi',)]"
"['cerita', 'nu', 'terbit', 'masuk', 'jaring']","[('cerita',), ('nu',), ('terbit',), ('masuk',), ('jaring',)]"
"['as', 'in', 'keluar', 'sendri']","[('as',), ('in',), ('keluar',), ('sendri',)]"
"['edit', 'ulas', 'baca', 'novel', 'novel', 'beranda', 'negara', 'font', 'baca', 'baca', 'novel', 'online', 'iklan', 'bab', 'minimal', 'bab', 'iklan', 'nulis', 'novel', 'publish', 'baik', 'cari', 'novel']","[('edit',), ('ulas',), ('baca',), ('novel',), ('novel',), ('beranda',), ('negara',), ('font',), ('baca',), ('baca',), ('novel',), ('online',), ('iklan',), ('bab',), ('minimal',), ('bab',), ('iklan',), ('nulis',), ('novel',), ('publish',), ('baik',), ('cari',), ('novel',)]"
"['sorry', 'to', 'say', 'minus', 'update', 'ngerubah', 'keluar', 'akun', 'login', 'masuk', 'alasanya', 'internet', 'wifi', 'nyala', 'data', 'nyala', 'kuota', 'minimal', 'bintang', 'hastagnya', 'error']","[('sorry',), ('to',), ('say',), ('minus',), ('update',), ('ngerubah',), ('keluar',), ('akun',), ('login',), ('masuk',), ('alasanya',), ('internet',), ('wifi',), ('nyala',), ('data',), ('nyala',), ('kuota',), ('minimal',), ('bintang',), ('hastagnya',), ('error',)]"
[],[]
