content_filtered,2-gram
"['masalah', 'tulis', 'cerita', 'bab', 'login', 'out', 'aneh', 'cerita', 'hilang', 'capek', 'tulis', 'publish']","[('masalah', 'tulis'), ('tulis', 'cerita'), ('cerita', 'bab'), ('bab', 'login'), ('login', 'out'), ('out', 'aneh'), ('aneh', 'cerita'), ('cerita', 'hilang'), ('hilang', 'capek'), ('capek', 'tulis'), ('tulis', 'publish')]"
"['ngeselin', 'waktu', 'login', 'email', 'mke', 'login']","[('ngeselin', 'waktu'), ('waktu', 'login'), ('login', 'email'), ('email', 'mke'), ('mke', 'login')]"
"['it', 'good']","[('it', 'good')]"
['cool'],[]
['rusak'],[]
"['bad', 'gabisa', 'login', 'account']","[('bad', 'gabisa'), ('gabisa', 'login'), ('login', 'account')]"
"['harga', 'keras', 'tulis', 'iklan', 'tayang', 'cerita', 'uang', 'engga', 'tulis', 'mula']","[('harga', 'keras'), ('keras', 'tulis'), ('tulis', 'iklan'), ('iklan', 'tayang'), ('tayang', 'cerita'), ('cerita', 'uang'), ('uang', 'engga'), ('engga', 'tulis'), ('tulis', 'mula')]"
"['iklan', 'bawah', 'hapus']","[('iklan', 'bawah'), ('bawah', 'hapus')]"
"['baca', 'seru', 'pol', 'sampek', 'tidur', 'baca', 'gratis', 'offline', 'as', 'in', 'habisin', 'memori']","[('baca', 'seru'), ('seru', 'pol'), ('pol', 'sampek'), ('sampek', 'tidur'), ('tidur', 'baca'), ('baca', 'gratis'), ('gratis', 'offline'), ('offline', 'as'), ('as', 'in'), ('in', 'habisin'), ('habisin', 'memori')]"
[],[]
"['draft', 'cerita', 'hilang', 'baik', 'cerita', 'publi', 'draft', 'diup', 'cerita', 'hilang']","[('draft', 'cerita'), ('cerita', 'hilang'), ('hilang', 'baik'), ('baik', 'cerita'), ('cerita', 'publi'), ('publi', 'draft'), ('draft', 'diup'), ('diup', 'cerita'), ('cerita', 'hilang')]"
"['awal', 'ngasih', 'bintang', 'bintang', 'cerita', 'pustaka', 'offline']","[('awal', 'ngasih'), ('ngasih', 'bintang'), ('bintang', 'bintang'), ('bintang', 'cerita'), ('cerita', 'pustaka'), ('pustaka', 'offline')]"
"['ehh', 'susah', 'login', 'tbtb', 'keluar', 'login', 'waktu', 'susah', 'cerita', 'bom', 'tulis']","[('ehh', 'susah'), ('susah', 'login'), ('login', 'tbtb'), ('tbtb', 'keluar'), ('keluar', 'login'), ('login', 'waktu'), ('waktu', 'susah'), ('susah', 'cerita'), ('cerita', 'bom'), ('bom', 'tulis')]"
"['akun', 'lengkap']","[('akun', 'lengkap')]"
"['gmna', 'offline', 'nyimpen', 'book']","[('gmna', 'offline'), ('offline', 'nyimpen'), ('nyimpen', 'book')]"
"['iklan', 'akun', 'tudak', 'beranda']","[('iklan', 'akun'), ('akun', 'tudak'), ('tudak', 'beranda')]"
"['genre', 'suka', 'cerita', 'imajinasi', 'sungguh', 'yen', 'ang', 'untung']","[('genre', 'suka'), ('suka', 'cerita'), ('cerita', 'imajinasi'), ('imajinasi', 'sungguh'), ('sungguh', 'yen'), ('yen', 'ang'), ('ang', 'untung')]"
"['cerita', 'tagar', 'cerita', 'informasi', 'tulis', 'cerita', 'ibu', 'ribu', 'cerita', 'rupa', 'klik', 'tagar', 'ratus', 'doank']","[('cerita', 'tagar'), ('tagar', 'cerita'), ('cerita', 'informasi'), ('informasi', 'tulis'), ('tulis', 'cerita'), ('cerita', 'ibu'), ('ibu', 'ribu'), ('ribu', 'cerita'), ('cerita', 'rupa'), ('rupa', 'klik'), ('klik', 'tagar'), ('tagar', 'ratus'), ('ratus', 'doank')]"
"['off', 'tingga', 'baca', 'off']","[('off', 'tingga'), ('tingga', 'baca'), ('baca', 'off')]"
"['login', 'error']","[('login', 'error')]"
"['iklan', 'scrol', 'slide', 'iklan']","[('iklan', 'scrol'), ('scrol', 'slide'), ('slide', 'iklan')]"
"['ngeluarin', 'fitur', 'filter', 'konten', 'cinta', 'novel', 'brother', 'ship', 'bromance', 'keluar', 'bl', 'beranda', 'konten', 'dewasa', 'cari', 'adakan', 'fitur', 'pisah', 'antara', 'novel', 'genre', 'cewek', 'cowok', 'enak', 'novel', 'cowok', 'novel', 'cewek', 'kesel']","[('ngeluarin', 'fitur'), ('fitur', 'filter'), ('filter', 'konten'), ('konten', 'cinta'), ('cinta', 'novel'), ('novel', 'brother'), ('brother', 'ship'), ('ship', 'bromance'), ('bromance', 'keluar'), ('keluar', 'bl'), ('bl', 'beranda'), ('beranda', 'konten'), ('konten', 'dewasa'), ('dewasa', 'cari'), ('cari', 'adakan'), ('adakan', 'fitur'), ('fitur', 'pisah'), ('pisah', 'antara'), ('antara', 'novel'), ('novel', 'genre'), ('genre', 'cewek'), ('cewek', 'cowok'), ('cowok', 'enak'), ('enak', 'novel'), ('novel', 'cowok'), ('cowok', 'novel'), ('novel', 'cewek'), ('cewek', 'kesel')]"
['error'],[]
"['nyebelin', 'ngapain', 'tawarin', 'free', 'trial', 'uang', 'potong', 'pena', 'war', 'free', 'trial', 'premium', 'uang', 'respon', 'balesan', 'gmail', 'uang', 'njir']","[('nyebelin', 'ngapain'), ('ngapain', 'tawarin'), ('tawarin', 'free'), ('free', 'trial'), ('trial', 'uang'), ('uang', 'potong'), ('potong', 'pena'), ('pena', 'war'), ('war', 'free'), ('free', 'trial'), ('trial', 'premium'), ('premium', 'uang'), ('uang', 'respon'), ('respon', 'balesan'), ('balesan', 'gmail'), ('gmail', 'uang'), ('uang', 'njir')]"
"['update', 'bayar']","[('update', 'bayar')]"
"['error', 'wifi']","[('error', 'wifi')]"
"['error', 'jaring', 'web', 'as', 'ikan', 'uninstall', 'simpan']","[('error', 'jaring'), ('jaring', 'web'), ('web', 'as'), ('as', 'ikan'), ('ikan', 'uninstall'), ('uninstall', 'simpan')]"
"['sngat', 'lama', 'pustaka', 'cerita', 'jauh', 'baik', 'mula']","[('sngat', 'lama'), ('lama', 'pustaka'), ('pustaka', 'cerita'), ('cerita', 'jauh'), ('jauh', 'baik'), ('baik', 'mula')]"
['seruu'],[]
"['enk', 'baca', 'bnyk', 'suka', 'error']","[('enk', 'baca'), ('baca', 'bnyk'), ('bnyk', 'suka'), ('suka', 'error')]"
"['simpan', 'gabisa', 'masuk', 'akun', 'gabisa', 'jelek']","[('simpan', 'gabisa'), ('gabisa', 'masuk'), ('masuk', 'akun'), ('akun', 'gabisa'), ('gabisa', 'jelek')]"
"['baik', 'cerita', 'draft', 'awal', 'simpan', 'me', 'tulis', 'error', 'simpan', 'baik', 'over', 'all', 'masalah', 'simpan', 'cerita']","[('baik', 'cerita'), ('cerita', 'draft'), ('draft', 'awal'), ('awal', 'simpan'), ('simpan', 'me'), ('me', 'tulis'), ('tulis', 'error'), ('error', 'simpan'), ('simpan', 'baik'), ('baik', 'over'), ('over', 'all'), ('all', 'masalah'), ('masalah', 'simpan'), ('simpan', 'cerita')]"
"['izinin', 'komen', 'lama', 'favorit', 'sarana', 'gem', 'bang', 'bakat', 'nyambung', 'jaring', 'kondisi', 'jaring', 'stabil', 'berani', 'bintang', 'jauh', 'as', 'in', 'enak', 'kecewa', 'masalah', 'lomba', 'pensi', 'bab', 'sempet', 'publish', 'baik']","[('izinin', 'komen'), ('komen', 'lama'), ('lama', 'favorit'), ('favorit', 'sarana'), ('sarana', 'gem'), ('gem', 'bang'), ('bang', 'bakat'), ('bakat', 'nyambung'), ('nyambung', 'jaring'), ('jaring', 'kondisi'), ('kondisi', 'jaring'), ('jaring', 'stabil'), ('stabil', 'berani'), ('berani', 'bintang'), ('bintang', 'jauh'), ('jauh', 'as'), ('as', 'in'), ('in', 'enak'), ('enak', 'kecewa'), ('kecewa', 'masalah'), ('masalah', 'lomba'), ('lomba', 'pensi'), ('pensi', 'bab'), ('bab', 'sempet'), ('sempet', 'publish'), ('publish', 'baik')]"
"['jelek', 'jelek', 'pkek', 'sekitar', 'th', 'jelek', 'sblmnya', 'cerita', 'offline', 'smpe', 'mlh', 'jelek', 'at', 'least', 'la', 'cerita', 'lh', 'msk', 'premium', 'dlu', 'lbh', 'jelek']","[('jelek', 'jelek'), ('jelek', 'pkek'), ('pkek', 'sekitar'), ('sekitar', 'th'), ('th', 'jelek'), ('jelek', 'sblmnya'), ('sblmnya', 'cerita'), ('cerita', 'offline'), ('offline', 'smpe'), ('smpe', 'mlh'), ('mlh', 'jelek'), ('jelek', 'at'), ('at', 'least'), ('least', 'la'), ('la', 'cerita'), ('cerita', 'lh'), ('lh', 'msk'), ('msk', 'premium'), ('premium', 'dlu'), ('dlu', 'lbh'), ('lbh', 'jelek')]"
"['seru', 'baca', 'novel']","[('seru', 'baca'), ('baca', 'novel')]"
['login'],[]
[],[]
"['masuk', 'akun', 'akun']","[('masuk', 'akun'), ('akun', 'akun')]"
"['error', 'enggaa', 'kata', 'error', 'nyaa']","[('error', 'enggaa'), ('enggaa', 'kata'), ('kata', 'error'), ('error', 'nyaa')]"
"['versi', 'enak', 'versi', 'daripada', 'baca', 'offline', 'kdang', 'iklan', 'nongol', 'lama', 'kecewa', 'waktu', 'cerita', 'draft', 'cerita', 'panjang', 'lebar', 'suka', 'hilang', 'inget', 'alur', 'hilang', 'pula', 'cerita', 'senior', 'hormat', 'titah', 'sederhana', 'kabul']","[('versi', 'enak'), ('enak', 'versi'), ('versi', 'daripada'), ('daripada', 'baca'), ('baca', 'offline'), ('offline', 'kdang'), ('kdang', 'iklan'), ('iklan', 'nongol'), ('nongol', 'lama'), ('lama', 'kecewa'), ('kecewa', 'waktu'), ('waktu', 'cerita'), ('cerita', 'draft'), ('draft', 'cerita'), ('cerita', 'panjang'), ('panjang', 'lebar'), ('lebar', 'suka'), ('suka', 'hilang'), ('hilang', 'inget'), ('inget', 'alur'), ('alur', 'hilang'), ('hilang', 'pula'), ('pula', 'cerita'), ('cerita', 'senior'), ('senior', 'hormat'), ('hormat', 'titah'), ('titah', 'sederhana'), ('sederhana', 'kabul')]"
"['ksih', 'bintang', 'cepet', 'notice', 'error', 'daftar', 'login', 'tulis', 'cepat', 'baik', 'bug']","[('ksih', 'bintang'), ('bintang', 'cepet'), ('cepet', 'notice'), ('notice', 'error'), ('error', 'daftar'), ('daftar', 'login'), ('login', 'tulis'), ('tulis', 'cepat'), ('cepat', 'baik'), ('baik', 'bug')]"
"['masuk', 'anj']","[('masuk', 'anj')]"
"['upload', 'novel', 'tulis', 'harga', 'transfer', 'negara']","[('upload', 'novel'), ('novel', 'tulis'), ('tulis', 'harga'), ('harga', 'transfer'), ('transfer', 'negara')]"
"['error', 'masuk']","[('error', 'masuk')]"
"['bring', 'private', 'story', 'fiture', 'back', 'so', 'many', 'silent', 'readers', 'here', 'as', 'writer', 'we', 'need', 'appreciations']","[('bring', 'private'), ('private', 'story'), ('story', 'fiture'), ('fiture', 'back'), ('back', 'so'), ('so', 'many'), ('many', 'silent'), ('silent', 'readers'), ('readers', 'here'), ('here', 'as'), ('as', 'writer'), ('writer', 'we'), ('we', 'need'), ('need', 'appreciations')]"
"['baik', 'bug', 'enak', 'enak', 'baca', 'loading', 'jaring', 'masuk', 'koneksi', 'wifi', 'normal']","[('baik', 'bug'), ('bug', 'enak'), ('enak', 'enak'), ('enak', 'baca'), ('baca', 'loading'), ('loading', 'jaring'), ('jaring', 'masuk'), ('masuk', 'koneksi'), ('koneksi', 'wifi'), ('wifi', 'normal')]"
['rate'],[]
"['masuk', 'error', 'tulis']","[('masuk', 'error'), ('error', 'tulis')]"
"['wah', 'jaring', 'kuota', 'internet', 'update', 'bug', 'rusak', 'mulus', 'ngaco', 'masalah', 'sepele', 'resin', 'heran', 'user', 'lama', 'cabut', 'intro', 'spek', 'sok', 'besar', 'kualitas', 'as', 'in', 'urus', 'sepele', 'resin', 'tutup', 'ngaku', 'platform', 'global', 'kuali', 'tas', 'sampah', 'malu', 'in']","[('wah', 'jaring'), ('jaring', 'kuota'), ('kuota', 'internet'), ('internet', 'update'), ('update', 'bug'), ('bug', 'rusak'), ('rusak', 'mulus'), ('mulus', 'ngaco'), ('ngaco', 'masalah'), ('masalah', 'sepele'), ('sepele', 'resin'), ('resin', 'heran'), ('heran', 'user'), ('user', 'lama'), ('lama', 'cabut'), ('cabut', 'intro'), ('intro', 'spek'), ('spek', 'sok'), ('sok', 'besar'), ('besar', 'kualitas'), ('kualitas', 'as'), ('as', 'in'), ('in', 'urus'), ('urus', 'sepele'), ('sepele', 'resin'), ('resin', 'tutup'), ('tutup', 'ngaku'), ('ngaku', 'platform'), ('platform', 'global'), ('global', 'kuali'), ('kuali', 'tas'), ('tas', 'sampah'), ('sampah', 'malu'), ('malu', 'in')]"
"['error', 'simpan', 'gagal']","[('error', 'simpan'), ('simpan', 'gagal')]"
"['bangt', 'cerita']","[('bangt', 'cerita')]"
"['amat', 'batas', 'baca', 'offline', 'okey', 'lama', 'lama', 'uninstall', 'jelek', 'baca', 'offline']","[('amat', 'batas'), ('batas', 'baca'), ('baca', 'offline'), ('offline', 'okey'), ('okey', 'lama'), ('lama', 'lama'), ('lama', 'uninstall'), ('uninstall', 'jelek'), ('jelek', 'baca'), ('baca', 'offline')]"
"['iklan', 'asyik', 'baca', 'iklan', 'keluar']","[('iklan', 'asyik'), ('asyik', 'baca'), ('baca', 'iklan'), ('iklan', 'keluar')]"
[],[]
"['scrol', 'kudu', 'iklan', 'walapun', 'data', 'mati', 'jeda', 'ngilangin', 'iklan', 'bnget']","[('scrol', 'kudu'), ('kudu', 'iklan'), ('iklan', 'walapun'), ('walapun', 'data'), ('data', 'mati'), ('mati', 'jeda'), ('jeda', 'ngilangin'), ('ngilangin', 'iklan'), ('iklan', 'bnget')]"
"['very', 'useful', 'buatt', 'temenn', 'gabutt']","[('very', 'useful'), ('useful', 'buatt'), ('buatt', 'temenn'), ('temenn', 'gabutt')]"
"['bug', 'kouta', 'mas', 'baca', 'karen', 'offline', 'kouta', 'kouta', 'mas', 'wifi', 'hps', 'krna', 'masalah', 'memo', 'simpan', 'susah', 'bua', 'an', 'eet', 'daftar', 'lg', 'gugel', 'facebook', 'gabisa']","[('bug', 'kouta'), ('kouta', 'mas'), ('mas', 'baca'), ('baca', 'karen'), ('karen', 'offline'), ('offline', 'kouta'), ('kouta', 'kouta'), ('kouta', 'mas'), ('mas', 'wifi'), ('wifi', 'hps'), ('hps', 'krna'), ('krna', 'masalah'), ('masalah', 'memo'), ('memo', 'simpan'), ('simpan', 'susah'), ('susah', 'bua'), ('bua', 'an'), ('an', 'eet'), ('eet', 'daftar'), ('daftar', 'lg'), ('lg', 'gugel'), ('gugel', 'facebook'), ('facebook', 'gabisa')]"
[],[]
"['seru', 'mode', 'offline', 'beranda', 'tulis', 'error', 'update', 'sebenernya', 'papa', 'masalah', 'gabisa', 'votmen', 'geregt', 'cepat', 'baik']","[('seru', 'mode'), ('mode', 'offline'), ('offline', 'beranda'), ('beranda', 'tulis'), ('tulis', 'error'), ('error', 'update'), ('update', 'sebenernya'), ('sebenernya', 'papa'), ('papa', 'masalah'), ('masalah', 'gabisa'), ('gabisa', 'votmen'), ('votmen', 'geregt'), ('geregt', 'cepat'), ('cepat', 'baik')]"
"['update', 'notifikasi', 'update', 'jelek', 'bug', 'jelek']","[('update', 'notifikasi'), ('notifikasi', 'update'), ('update', 'jelek'), ('jelek', 'bug'), ('bug', 'jelek')]"
"['hearts', 'hearts']","[('hearts', 'hearts')]"
"['hapus', 'hapusin', 'cerita', 'nulis', 'gampang', 'main', 'hapus', 'hapus', 'ajaa', 'sedang', 'plus', 'hapusin']","[('hapus', 'hapusin'), ('hapusin', 'cerita'), ('cerita', 'nulis'), ('nulis', 'gampang'), ('gampang', 'main'), ('main', 'hapus'), ('hapus', 'hapus'), ('hapus', 'ajaa'), ('ajaa', 'sedang'), ('sedang', 'plus'), ('plus', 'hapusin')]"
"['bruh', 'three', 'updates', 'in', 'one', 'update', 'take', 'care', 'of', 'this', 'damn', 'it']","[('bruh', 'three'), ('three', 'updates'), ('updates', 'in'), ('in', 'one'), ('one', 'update'), ('update', 'take'), ('take', 'care'), ('care', 'of'), ('of', 'this'), ('this', 'damn'), ('damn', 'it')]"
"['iklan', 'mutu']","[('iklan', 'mutu')]"
"['login', 'update']","[('login', 'update')]"
[],[]
"['kata', 'cocok', 'baca', 'tulis']","[('kata', 'cocok'), ('cocok', 'baca'), ('baca', 'tulis')]"
"['iklan', 'bab', 'iklan']","[('iklan', 'bab'), ('bab', 'iklan')]"
"['akun', 'masalah', 'novel', 'simpan', 'hilang']","[('akun', 'masalah'), ('masalah', 'novel'), ('novel', 'simpan'), ('simpan', 'hilang')]"
['suka'],[]
['iklan'],[]
[],[]
"['anehh', 'jaring', 'tulis', 'dapet', 'perbaikin', 'ya', 'tim', 'aks', 'ii']","[('anehh', 'jaring'), ('jaring', 'tulis'), ('tulis', 'dapet'), ('dapet', 'perbaikin'), ('perbaikin', 'ya'), ('ya', 'tim'), ('tim', 'aks'), ('aks', 'ii')]"
"['login', 'gabisa', 'daftar', 'akun', 'eror', 'as', 'in', 'ngaco']","[('login', 'gabisa'), ('gabisa', 'daftar'), ('daftar', 'akun'), ('akun', 'eror'), ('eror', 'as'), ('as', 'in'), ('in', 'ngaco')]"
"['cerita', 'halaman', 'beranda', 'publik', 'as', 'ikan']","[('cerita', 'halaman'), ('halaman', 'beranda'), ('beranda', 'publik'), ('publik', 'as'), ('as', 'ikan')]"
"['mes', 'pustaka', 'baca', 'rb', 'cerita', 'tapj', 'cerita', 'hilang', 'beranda', 'cerita', 'sisa', 'kesel', 'cerita', 'tamatin', 'ngilang', 'hilang', 'hilang', 'ngalamin', 'akun', 'akun']","[('mes', 'pustaka'), ('pustaka', 'baca'), ('baca', 'rb'), ('rb', 'cerita'), ('cerita', 'tapj'), ('tapj', 'cerita'), ('cerita', 'hilang'), ('hilang', 'beranda'), ('beranda', 'cerita'), ('cerita', 'sisa'), ('sisa', 'kesel'), ('kesel', 'cerita'), ('cerita', 'tamatin'), ('tamatin', 'ngilang'), ('ngilang', 'hilang'), ('hilang', 'hilang'), ('hilang', 'ngalamin'), ('ngalamin', 'akun'), ('akun', 'akun')]"
['suka'],[]
"['gabisa', 'login']","[('gabisa', 'login')]"
"['bintang', 'cerita', 'enigma', 'hapus', 'sakit', 'hati', 'cerita', 'enigma', 'ikhlas']","[('bintang', 'cerita'), ('cerita', 'enigma'), ('enigma', 'hapus'), ('hapus', 'sakit'), ('sakit', 'hati'), ('hati', 'cerita'), ('cerita', 'enigma'), ('enigma', 'ikhlas')]"
"['keluar', 'akun']","[('keluar', 'akun')]"
"['as', 'in', 'update', 'usah', 'update']","[('as', 'in'), ('in', 'update'), ('update', 'usah'), ('usah', 'update')]"
"['daftar', 'akunn', 'kata', 'masuk', 'masalah', 'jaring', 'jaring', 'wifi', 'dipake', 'bug', 'baik']","[('daftar', 'akunn'), ('akunn', 'kata'), ('kata', 'masuk'), ('masuk', 'masalah'), ('masalah', 'jaring'), ('jaring', 'jaring'), ('jaring', 'wifi'), ('wifi', 'dipake'), ('dipake', 'bug'), ('bug', 'baik')]"
"['iklan', 'bkin', 'emosi']","[('iklan', 'bkin'), ('bkin', 'emosi')]"
"['cerita', 'apus', 'tba', 'apus']","[('cerita', 'apus'), ('apus', 'tba'), ('tba', 'apus')]"
"['cerita', 'hapus', 'cerita', 'layak', 'hapus', 'dibiarin']","[('cerita', 'hapus'), ('hapus', 'cerita'), ('cerita', 'layak'), ('layak', 'hapus'), ('hapus', 'dibiarin')]"
"['lama', 'kecewa', 'cerita', 'favorit', 'juta', 'baca', 'dekat', 'ending', 'hapus', 'cerita', 'sadis', 'sadis', 'thriller', 'hapus', 'gabisa', 'kecewa', 'cerita', 'sadis', 'sadis', 'pokok', 'bakal', 'kecewa', 'gabisa', 'cerita']","[('lama', 'kecewa'), ('kecewa', 'cerita'), ('cerita', 'favorit'), ('favorit', 'juta'), ('juta', 'baca'), ('baca', 'dekat'), ('dekat', 'ending'), ('ending', 'hapus'), ('hapus', 'cerita'), ('cerita', 'sadis'), ('sadis', 'sadis'), ('sadis', 'thriller'), ('thriller', 'hapus'), ('hapus', 'gabisa'), ('gabisa', 'kecewa'), ('kecewa', 'cerita'), ('cerita', 'sadis'), ('sadis', 'sadis'), ('sadis', 'pokok'), ('pokok', 'bakal'), ('bakal', 'kecewa'), ('kecewa', 'gabisa'), ('gabisa', 'cerita')]"
"['premium', 'simpan', 'cerita']","[('premium', 'simpan'), ('simpan', 'cerita')]"
"['bab', 'iklan', 'baca', 'nyaman', 'bantak', 'iklan', 'mh', 'baca', 'offline', 'hadeuuh', 'ngeluhin', 'perbaikii']","[('bab', 'iklan'), ('iklan', 'baca'), ('baca', 'nyaman'), ('nyaman', 'bantak'), ('bantak', 'iklan'), ('iklan', 'mh'), ('mh', 'baca'), ('baca', 'offline'), ('offline', 'hadeuuh'), ('hadeuuh', 'ngeluhin'), ('ngeluhin', 'perbaikii')]"
"['bug', 'error', 'update', 'iklanya', 'mekin', 'kesi', 'ngotak', 'perbaikin', 'as', 'in']","[('bug', 'error'), ('error', 'update'), ('update', 'iklanya'), ('iklanya', 'mekin'), ('mekin', 'kesi'), ('kesi', 'ngotak'), ('ngotak', 'perbaikin'), ('perbaikin', 'as'), ('as', 'in')]"
"['iklan', 'ngotak', 'chapter', 'iklan']","[('iklan', 'ngotak'), ('ngotak', 'chapter'), ('chapter', 'iklan')]"
"['unggul', 'tombol', 'volume', 'kini', 'maksimal', 'space', 'iklan', 'bawah', 'naik', 'hilang', 'baris', 'tombol', 'volume', 'hampir', 'thn', 'namun', 'kini', 'berpisa', 'space', 'iklan']","[('unggul', 'tombol'), ('tombol', 'volume'), ('volume', 'kini'), ('kini', 'maksimal'), ('maksimal', 'space'), ('space', 'iklan'), ('iklan', 'bawah'), ('bawah', 'naik'), ('naik', 'hilang'), ('hilang', 'baris'), ('baris', 'tombol'), ('tombol', 'volume'), ('volume', 'hampir'), ('hampir', 'thn'), ('thn', 'namun'), ('namun', 'kini'), ('kini', 'berpisa'), ('berpisa', 'space'), ('space', 'iklan')]"
"['asal', 'bug', 'baik', 'keluar', 'akun', 'login', 'google', 'baca', 'cerita', 'hilang', 'laman']","[('asal', 'bug'), ('bug', 'baik'), ('baik', 'keluar'), ('keluar', 'akun'), ('akun', 'login'), ('login', 'google'), ('google', 'baca'), ('baca', 'cerita'), ('cerita', 'hilang'), ('hilang', 'laman')]"
[],[]
"['lucu', 'kata', 'pustaka', 'digital', 'lempar', 'pasar', 'malam', 'rupa', 'cerita', 'cinta', 'remaja', 'tebus', 'puluh', 'iklan', 'kes', 'in', 'am', 'bung', 'an', 'hujan', 'lupa', 'reda']","[('lucu', 'kata'), ('kata', 'pustaka'), ('pustaka', 'digital'), ('digital', 'lempar'), ('lempar', 'pasar'), ('pasar', 'malam'), ('malam', 'rupa'), ('rupa', 'cerita'), ('cerita', 'cinta'), ('cinta', 'remaja'), ('remaja', 'tebus'), ('tebus', 'puluh'), ('puluh', 'iklan'), ('iklan', 'kes'), ('kes', 'in'), ('in', 'am'), ('am', 'bung'), ('bung', 'an'), ('an', 'hujan'), ('hujan', 'lupa'), ('lupa', 'reda')]"
"['rekomen', 'karya', 'author', 'suka', 'yaitu', 'novel', 'isekai', 'mokuten']","[('rekomen', 'karya'), ('karya', 'author'), ('author', 'suka'), ('suka', 'yaitu'), ('yaitu', 'novel'), ('novel', 'isekai'), ('isekai', 'mokuten')]"
"['suka', 'versi', 'lama', 'th', 'an', 'timbang', 'error', 'gabisa']","[('suka', 'versi'), ('versi', 'lama'), ('lama', 'th'), ('th', 'an'), ('an', 'timbang'), ('timbang', 'error'), ('error', 'gabisa')]"
"['baca', 'buruk', 'coab', 'ui', 'serasa', 'ramai', 'serasa', 'bingung', 'error', 'apps', 'iklan', 'serta', 'error', 'hapus', 'mood', 'baca', 'drastis', 'minat', 'baca', 'cerita', 'seru', 'tulis', 'hebat', 'sana', 'die', 'pr', 'baik', 'in']","[('baca', 'buruk'), ('buruk', 'coab'), ('coab', 'ui'), ('ui', 'serasa'), ('serasa', 'ramai'), ('ramai', 'serasa'), ('serasa', 'bingung'), ('bingung', 'error'), ('error', 'apps'), ('apps', 'iklan'), ('iklan', 'serta'), ('serta', 'error'), ('error', 'hapus'), ('hapus', 'mood'), ('mood', 'baca'), ('baca', 'drastis'), ('drastis', 'minat'), ('minat', 'baca'), ('baca', 'cerita'), ('cerita', 'seru'), ('seru', 'tulis'), ('tulis', 'hebat'), ('hebat', 'sana'), ('sana', 'die'), ('die', 'pr'), ('pr', 'baik'), ('baik', 'in')]"
"['hilangg', 'semuaa', 'keluar', 'akun']","[('hilangg', 'semuaa'), ('semuaa', 'keluar'), ('keluar', 'akun')]"
"['dbuat', 'daftar', 'gabisa', 'lama', 'makaii']","[('dbuat', 'daftar'), ('daftar', 'gabisa'), ('gabisa', 'lama'), ('lama', 'makaii')]"
"['error', 'kata', 'koneksi', 'internet', 'wi', 'fi', 'login']","[('error', 'kata'), ('kata', 'koneksi'), ('koneksi', 'internet'), ('internet', 'wi'), ('wi', 'fi'), ('fi', 'login')]"
"['suka', 'baca', 'cerita']","[('suka', 'baca'), ('baca', 'cerita')]"
[],[]
"['gbsa', 'versi', 'bisain', 'versi', 'oppo']","[('gbsa', 'versi'), ('versi', 'bisain'), ('bisain', 'versi'), ('versi', 'oppo')]"
"['aneh', 'update', 'loading', 'lama', 'tampil', 'awal', 'tera', 'jaring', 'kuota', 'wifi']","[('aneh', 'update'), ('update', 'loading'), ('loading', 'lama'), ('lama', 'tampil'), ('tampil', 'awal'), ('awal', 'tera'), ('tera', 'jaring'), ('jaring', 'kuota'), ('kuota', 'wifi')]"
"['cocok', 'crita', 'baca', 'baca', 'suka', 'bug', 'sv', 'cerita', 'iklan', 'iklan', 'bug']","[('cocok', 'crita'), ('crita', 'baca'), ('baca', 'baca'), ('baca', 'suka'), ('suka', 'bug'), ('bug', 'sv'), ('sv', 'cerita'), ('cerita', 'iklan'), ('iklan', 'iklan'), ('iklan', 'bug')]"
"['mengunakan', 'wifi', 'wifi', 'syaa', 'update', 'daya', 'login', 'cari', 'cerita', 'baca', 'selau', 'tak', 'login', 'update']","[('mengunakan', 'wifi'), ('wifi', 'wifi'), ('wifi', 'syaa'), ('syaa', 'update'), ('update', 'daya'), ('daya', 'login'), ('login', 'cari'), ('cari', 'cerita'), ('cerita', 'baca'), ('baca', 'selau'), ('selau', 'tak'), ('tak', 'login'), ('login', 'update')]"
"['niat', 'versi', 'asli', 'masuk', 'kata', 'versi', 'beta', 'web', 'masuk', 'akun', 'bintang']","[('niat', 'versi'), ('versi', 'asli'), ('asli', 'masuk'), ('masuk', 'kata'), ('kata', 'versi'), ('versi', 'beta'), ('beta', 'web'), ('web', 'masuk'), ('masuk', 'akun'), ('akun', 'bintang')]"
"['stuck', 'halaman']","[('stuck', 'halaman')]"
[],[]
['login'],[]
"['suka', 'produser', 'cerita', 'baca']","[('suka', 'produser'), ('produser', 'cerita'), ('cerita', 'baca')]"
"['akun', 'lama', 'gmail', 'google', 'daftar', 'baik', 'ngaco', 'lama', 'lama']","[('akun', 'lama'), ('lama', 'gmail'), ('gmail', 'google'), ('google', 'daftar'), ('daftar', 'baik'), ('baik', 'ngaco'), ('ngaco', 'lama'), ('lama', 'lama')]"
"['bt', 'iih', 'masuk', 'login', 'google']","[('bt', 'iih'), ('iih', 'masuk'), ('masuk', 'login'), ('login', 'google')]"
['ss'],[]
"['suka', 'susah', 'daftar', 'masuk', 'fiturnya']","[('suka', 'susah'), ('susah', 'daftar'), ('daftar', 'masuk'), ('masuk', 'fiturnya')]"
"['login', 'gagal', 'sinyal']","[('login', 'gagal'), ('gagal', 'sinyal')]"
['wattpat'],[]
['iklan'],[]
